-73.306608,40.6204471,85.1180424
-73.3061368,40.6204777,85.1180402
-73.3056656,40.6205082,85.118038
-73.3051943,40.6205388,92.2682386
-73.304718,40.6205245,85.1180362
-73.3042468,40.620555,85.118034
-73.3037756,40.6205856,92.2682559
-73.3032993,40.6205713,85.1180322
-73.302828,40.6206018,92.2682682
-73.3023518,40.6205875,85.1180305
-73.3018805,40.620618,85.1180282
-73.3014093,40.6206486,92.2682854
-73.300933,40.6206343,85.1180265
-73.3004618,40.6206648,92.2682977
-73.2999855,40.6206505,85.1180247
-73.2995143,40.6206811,92.26831
-73.299038,40.6206667,92.2683174
-73.2985617,40.6206524,85.1180234
-73.2980905,40.620683,92.2683297
-73.2976142,40.6206686,92.268337
-73.297138,40.6206543,92.2683443
-73.2966617,40.62064,85.1180226
-73.2961905,40.6206706,92.2683566
-73.2957142,40.6206562,92.268364
-73.295238,40.6206419,92.2683713
-73.2947617,40.6206276,92.2683787
-73.2942854,40.6206133,92.268386
-73.2938092,40.620599,92.2683934
-73.2933329,40.6205846,85.1180231
-73.2928617,40.6206152,92.2684057
-73.2923854,40.6206009,92.268413
-73.2919092,40.6205865,92.2684204
-73.2914329,40.6205722,85.1180223
-73.2909617,40.6206028,92.2684327
-73.2904854,40.6205884,85.1180205
-73.2900142,40.620619,92.268445
-73.2895379,40.6206047,85.1180188
-73.2890667,40.6206352,92.2684573
-73.2885904,40.6206209,85.118017
-73.2881192,40.6206515,85.1180148
-73.287648,40.620682,92.2684745
-73.2871717,40.6206677,85.118013
-73.2867005,40.6206982,85.1180108
-73.2862292,40.6207288,85.1180086
-73.285758,40.6207593,92.2684967
-73.2852817,40.620745,85.1180068
-73.2848105,40.6207756,92.268509
-73.2843343,40.6207612,85.1180051
-73.283863,40.6207918,92.2685213
-73.2833868,40.6207775,85.1180033
-73.2829155,40.620808,92.2685336
-73.2824393,40.6207937,85.1180015
-73.2819681,40.6208243,92.2685459
-73.2814918,40.6208099,85.1179998
-73.2810206,40.6208405,92.2685582
-73.2805443,40.6208262,85.117998
-73.2800731,40.6208567,85.1179958
-73.2796019,40.6208873,85.1179936
-73.2791306,40.6209178,85.1179913
-73.2786594,40.6209484,85.1179891
-73.2781882,40.6209789,77.9684931
-73.2777219,40.6210543,85.117982
-73.2772507,40.6210849,85.1179798
-73.2767795,40.6211154,85.1179776
-73.2763082,40.621146,85.1179753
-73.275837,40.6211765,85.1179731
-73.2753658,40.6212071,85.1179709
-73.2748945,40.6212376,85.1179687
-73.2744233,40.6212682,85.1179664
-73.2739521,40.6212987,85.1179642
-73.2734808,40.6213293,85.117962
-73.2730096,40.6213598,85.1179598
-73.2725384,40.6213904,85.1179576
-73.2720671,40.6214209,85.1179553
-73.2715959,40.6214515,85.1179531
-73.2711247,40.621482,85.1179509
-73.2706534,40.6215126,85.1179487
-73.2701822,40.6215431,85.1179464
-73.269711,40.6215737,85.1179442
-73.2692397,40.6216042,85.117942
-73.2687685,40.6216348,85.1179398
-73.2682973,40.6216653,92.2686919
-73.267821,40.621651,77.9684868
-73.2673548,40.6217264,85.1179331
-73.2668836,40.621757,85.1179309
-73.2664123,40.6217875,85.1179287
-73.2659411,40.6218181,85.1179264
-73.2654699,40.6218486,77.9684826
-73.2650036,40.6219241,85.1179193
-73.2645324,40.6219546,85.1179171
-73.2640612,40.6219852,85.1179149
-73.2635899,40.6220157,77.9684786
-73.2631237,40.6220911,85.1179077
-73.2626525,40.6221217,85.1179055
-73.2621812,40.6221522,77.968475
-73.261715,40.6222277,85.1178984
-73.2612438,40.6222582,85.1178962
-73.2607725,40.6222888,77.9330351
-73.2603086,40.622364,77.9297354
-73.259845,40.6224393,85.0164899
-73.2593762,40.6224703,77.7053135
-73.2589129,40.6225469,84.7703069
-73.2584443,40.6225795,77.4599384
-73.2579814,40.6226576,84.5236626
-73.2575129,40.6226917,84.4001478
-73.2570443,40.6227266,77.0922133
-73.2565819,40.622807,84.1528336
-73.2561135,40.6228434,76.8460801
-73.2556515,40.6229254,83.9050853
-73.2551832,40.6229633,83.7810305
-73.2547149,40.6230021,76.4772715
-73.2542534,40.6230863,83.5326519
-73.2537852,40.6231266,76.2304492
-73.2533241,40.6232124,83.2838657
-73.252856,40.6232542,75.9833703
-73.2523952,40.6233415,83.034683
-73.2519273,40.6233849,75.736046
-73.2514669,40.6234738,82.7851145
-73.2509991,40.6235187,82.6601723
-73.2505313,40.6235644,75.3655491
-73.2500714,40.6236556,82.4100469
-73.2496037,40.6237029,75.117662
-73.2491442,40.6237956,82.1595635
-73.2486766,40.6238444,82.0341769
-73.2482091,40.6238941,74.746376
-73.24775,40.6239891,81.7831785
-73.2472826,40.6240403,74.4979971
-73.2468239,40.6241369,74.3728123
-73.2463655,40.6242342,81.4060773
-73.2458983,40.6242878,74.1241714
-73.2454402,40.6243867,81.1542745
-73.2449732,40.6244419,73.8753707
-73.2445155,40.6245423,80.9021704
-73.2440485,40.624599,73.626422
-73.2435912,40.624701,80.6497767
-73.2431244,40.6247594,80.5234673
-73.2426576,40.6248185,73.2536788
-73.2422008,40.6249228,80.2706621
-73.2417341,40.6249836,80.1441553
-73.2412674,40.6250451,72.8806702
-73.2408111,40.6251518,79.890965
-73.2403445,40.6252149,79.7642741
-73.239878,40.6252789,79.6375252
-73.2394115,40.6253436,72.3836036
-73.2389557,40.6254534,79.3838637
-73.2384893,40.6255198,79.2569486
-73.2380229,40.625587,79.1299815
-73.2375565,40.6256549,71.8862302
-73.2371013,40.6257679,78.8758967
-73.236635,40.6258375,78.7487813
-73.2361687,40.6259079,78.6216201
-73.2357024,40.6259791,71.3886437
-73.2352479,40.6260953,78.36716
-73.2347818,40.6261681,78.2398687
-73.2343156,40.6262418,78.1125375
-73.2338494,40.6263163,77.985168
-73.2333832,40.6263916,77.8577616
-73.2329171,40.6264677,77.7303199
-73.2324509,40.6265446,77.6028445
-73.2319847,40.6266224,77.4753368
-73.2315185,40.626701,77.3477984
-73.2310524,40.6267804,77.2202309
-73.2305862,40.6268607,70.0232338
-73.2301332,40.6269857,76.9649946
-73.2296671,40.6270676,76.8373475
-73.2292011,40.6271503,76.7096774
-73.228735,40.6272338,76.5819858
-73.228269,40.6273182,69.4018001
-73.2278167,40.6274472,76.3265177
-73.2273508,40.6275333,76.1987696
-73.2268849,40.6276201,76.0710063
-73.2264189,40.6277078,68.904554
-73.2259673,40.6278401,75.8154076
-73.2255015,40.6279294,75.6876063
-73.2250357,40.6280196,68.5313703
-73.2245699,40.6281106,75.4319779
-73.2241041,40.6282025,75.3041538
-73.2236383,40.6282952,75.1763253
-73.2231725,40.6283888,68.0366748
-73.2227218,40.6285267,74.9206189
-73.2222561,40.6286219,74.7927848
-73.2217904,40.628718,74.6649524
-73.2213248,40.6288149,74.5371233
-73.2208591,40.6289127,74.4092989
-73.2203934,40.6290113,74.2814808
